Churn,Genero,Ciudadano_Senior,Pareja,Dependientes,Antiguedad_Meses,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivo,Soporte_Tecnico,Television_Streaming,Peliculas_Streaming,Tipo_Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales_Total,Cuentas_Diarias
0.0,Male,0,1.0,0.0,42,1,1,DSL,1,0,0,0,0,0,One year,0.0,Credit card (automatic),2386.85,79.56166666666667
0.0,Female,0,1.0,1.0,13,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),332.5,11.083333333333334
0.0,Female,0,0.0,0.0,66,1,1,No,0,0,0,0,0,0,Two year,1.0,Credit card (automatic),1683.6,56.12
0.0,Female,0,1.0,0.0,63,1,1,Fiber optic,0,0,0,1,0,0,One year,1.0,Credit card (automatic),4965.1,165.50333333333336
0.0,Male,0,0.0,0.0,71,1,1,DSL,1,1,1,1,0,1,Two year,0.0,Bank transfer (automatic),5708.2,190.27333333333334
0.0,Female,0,1.0,0.0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),330.8,11.026666666666667
1.0,Female,1,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.95,2.3316666666666666
0.0,Female,0,0.0,0.0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,222.65,7.421666666666667
0.0,Female,0,0.0,0.0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,39.8,1.3266666666666667
0.0,Female,0,0.0,0.0,15,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),369.1,12.303333333333335
0.0,Female,0,1.0,0.0,53,1,0,Fiber optic,1,1,1,1,1,1,One year,0.0,Electronic check,5835.5,194.51666666666668
1.0,Male,0,0.0,0.0,14,0,0,DSL,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,712.75,23.758333333333333
0.0,Female,0,1.0,1.0,35,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,708.8,23.626666666666665
1.0,Male,1,0.0,0.0,15,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,1217.25,40.575
0.0,Female,1,0.0,0.0,43,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1.0,Electronic check,3838.75,127.95833333333333
0.0,Female,0,1.0,1.0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Electronic check,8425.15,280.8383333333333
0.0,Male,1,0.0,0.0,55,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1.0,Electronic check,6382.55,212.75166666666667
0.0,Female,1,1.0,0.0,66,1,1,DSL,0,1,1,0,1,0,One year,1.0,Bank transfer (automatic),4738.85,157.96166666666667
1.0,Female,1,0.0,0.0,23,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1.0,Electronic check,2293.6,76.45333333333333
0.0,Female,0,1.0,0.0,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,0.0,Credit card (automatic),2379.1,79.30333333333333
1.0,Male,0,1.0,0.0,42,1,1,Fiber optic,0,1,1,1,0,1,Month-to-month,1.0,Electronic check,4138.05,137.935
1.0,Female,1,0.0,0.0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1.0,Credit card (automatic),1147.45,38.248333333333335
0.0,Male,0,0.0,0.0,22,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,422.5,14.083333333333334
0.0,Female,1,1.0,0.0,56,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1.0,Bank transfer (automatic),4275.75,142.525
0.0,Female,1,0.0,0.0,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,1.0,Bank transfer (automatic),7748.75,258.2916666666667
0.0,Male,0,1.0,1.0,62,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),1424.6,47.486666666666665
,Female,1,1.0,0.0,71,1,0,Fiber optic,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),7904.25,263.475
0.0,Male,1,1.0,0.0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),8016.6,267.22
0.0,Female,0,1.0,1.0,39,1,0,DSL,0,0,1,0,1,0,Month-to-month,1.0,Mailed check,2341.5,78.05
0.0,Male,0,1.0,0.0,50,1,1,Fiber optic,1,0,1,0,1,1,One year,1.0,Electronic check,5231.3,174.37666666666667
0.0,Female,0,0.0,0.0,55,1,1,Fiber optic,1,0,1,0,0,0,One year,1.0,Credit card (automatic),4589.85,152.995
1.0,Male,0,1.0,0.0,40,0,0,DSL,1,1,1,0,0,0,One year,1.0,Electronic check,1716.45,57.215
0.0,Female,0,0.0,0.0,6,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1.0,Electronic check,487.05,16.235
0.0,Female,0,1.0,1.0,72,1,0,DSL,1,1,1,0,0,1,Two year,0.0,Credit card (automatic),4888.2,162.94
0.0,Male,0,1.0,0.0,69,0,0,DSL,1,0,1,1,1,1,Two year,0.0,Bank transfer (automatic),4055.5,135.18333333333334
0.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,71.1,2.3699999999999997
0.0,Male,1,1.0,0.0,63,1,1,Fiber optic,1,1,1,0,1,1,Two year,0.0,Credit card (automatic),6991.9,233.06333333333333
1.0,Male,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,71.35,2.378333333333333
0.0,Male,0,0.0,0.0,66,1,1,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),1699.15,56.638333333333335
0.0,Male,0,1.0,1.0,63,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1245.6,41.519999999999996
0.0,Male,0,1.0,1.0,12,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,306.05,10.201666666666666
0.0,Male,0,1.0,0.0,62,0,0,DSL,1,1,0,1,0,0,Two year,1.0,Credit card (automatic),2345.55,78.185
0.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,20.2,0.6733333333333333
0.0,Male,0,1.0,1.0,10,1,0,DSL,0,0,1,0,1,0,Month-to-month,0.0,Mailed check,563.5,18.783333333333335
0.0,Male,1,0.0,0.0,49,1,1,DSL,1,1,1,1,0,1,Two year,0.0,Credit card (automatic),4060.9,135.36333333333334
0.0,Female,0,0.0,1.0,22,0,0,DSL,0,0,1,0,1,1,One year,1.0,Credit card (automatic),1031.4,34.38
0.0,Female,0,1.0,1.0,62,1,0,DSL,1,0,1,0,0,0,One year,0.0,Credit card (automatic),3425.35,114.17833333333333
1.0,Female,1,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,70.55,2.3516666666666666
1.0,Female,0,1.0,0.0,6,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Bank transfer (automatic),146.3,4.876666666666667
0.0,Male,1,0.0,0.0,54,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Electronic check,4931.8,164.39333333333335
1.0,Female,0,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Electronic check,79.65,2.6550000000000002
1.0,Female,1,0.0,0.0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,762.5,25.416666666666668
0.0,Female,1,0.0,1.0,33,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Bank transfer (automatic),3465.05,115.50166666666668
0.0,Male,0,0.0,0.0,64,1,1,DSL,0,1,1,1,1,1,Two year,0.0,Credit card (automatic),5632.55,187.75166666666667
1.0,Male,1,0.0,0.0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,69.65,2.3216666666666668
1.0,Female,1,0.0,0.0,27,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,2287.25,76.24166666666666
1.0,Male,0,0.0,0.0,16,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1.0,Electronic check,1483.25,49.44166666666667
0.0,Male,0,0.0,1.0,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1.0,Electronic check,49.85,1.6616666666666666
0.0,Male,1,0.0,0.0,65,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Bank transfer (automatic),6496.15,216.53833333333333
0.0,Female,1,0.0,0.0,71,1,1,Fiber optic,1,1,0,1,1,0,One year,1.0,Credit card (automatic),7181.25,239.375
1.0,Female,0,0.0,0.0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,799.65,26.654999999999998
1.0,Female,0,0.0,0.0,13,0,0,DSL,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,446.1,14.870000000000001
0.0,Female,0,1.0,1.0,24,1,0,No,0,0,0,0,0,0,Two year,1.0,Credit card (automatic),490.65,16.355
0.0,Female,0,1.0,1.0,67,0,0,DSL,1,0,0,1,0,0,Two year,0.0,Credit card (automatic),2545.7,84.85666666666665
0.0,Male,0,0.0,0.0,14,0,0,DSL,0,1,0,0,0,0,Month-to-month,1.0,Mailed check,419.7,13.99
0.0,Male,1,1.0,0.0,24,0,0,DSL,0,0,1,1,0,0,Month-to-month,0.0,Mailed check,828.2,27.60666666666667
0.0,Female,0,0.0,0.0,70,1,1,Fiber optic,1,1,1,0,1,1,Two year,1.0,Mailed check,7737.55,257.91833333333335
1.0,Female,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,20.3,0.6766666666666666
0.0,Male,1,1.0,0.0,9,1,0,No,0,0,0,0,0,0,One year,0.0,Credit card (automatic),183.15,6.105
0.0,Male,0,0.0,0.0,10,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,225.85,7.528333333333333
1.0,Male,0,1.0,0.0,65,1,1,Fiber optic,1,1,1,0,0,0,One year,0.0,Electronic check,5769.6,192.32000000000002
1.0,Male,1,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Electronic check,45.1,1.5033333333333334
0.0,Female,0,0.0,0.0,30,1,1,DSL,1,0,1,0,1,1,One year,1.0,Credit card (automatic),2427.1,80.90333333333334
0.0,Male,0,0.0,1.0,13,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,659.35,21.978333333333335
1.0,Male,0,0.0,0.0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,265.35,8.845
0.0,Female,0,0.0,0.0,11,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,211.95,7.0649999999999995
0.0,Female,0,1.0,0.0,62,1,1,Fiber optic,1,1,1,1,1,1,Two year,0.0,Mailed check,6891.4,229.7133333333333
1.0,Male,0,0.0,0.0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,181.1,6.036666666666666
0.0,Male,0,0.0,0.0,9,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Electronic check,811.65,27.055
0.0,Female,1,0.0,0.0,71,1,1,Fiber optic,0,0,1,0,1,1,Two year,0.0,Bank transfer (automatic),7413.55,247.11833333333334
0.0,Male,0,1.0,0.0,58,1,1,Fiber optic,0,0,1,0,1,1,One year,0.0,Credit card (automatic),5681.1,189.37
0.0,Male,0,0.0,0.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1777.6,59.25333333333333
0.0,Female,0,0.0,0.0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,428.7,14.29
0.0,Female,0,0.0,0.0,19,1,0,DSL,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,1093.4,36.44666666666667
0.0,Male,0,1.0,1.0,59,1,0,DSL,0,1,1,1,1,1,One year,0.0,Credit card (automatic),4541.9,151.39666666666665
0.0,Male,0,0.0,0.0,54,1,0,DSL,1,1,0,1,1,0,Month-to-month,1.0,Mailed check,3883.3,129.44333333333333
1.0,Female,1,0.0,0.0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,396.1,13.203333333333335
0.0,Female,0,1.0,0.0,42,1,1,No,0,0,0,0,0,0,Two year,0.0,Electronic check,1108.2,36.940000000000005
0.0,Male,0,1.0,1.0,48,1,1,Fiber optic,1,1,1,1,1,1,Two year,0.0,Credit card (automatic),5443.65,181.45499999999998
0.0,Female,0,0.0,1.0,43,1,0,DSL,1,1,0,0,0,1,Month-to-month,1.0,Electronic check,2737.05,91.235
0.0,Male,0,1.0,1.0,68,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Credit card (automatic),6132.7,204.42333333333332
0.0,Female,0,0.0,0.0,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,1001.2,33.373333333333335
0.0,Male,0,1.0,0.0,38,0,0,DSL,1,1,0,1,1,1,Two year,1.0,Bank transfer (automatic),2193.2,73.10666666666665
0.0,Male,1,1.0,0.0,14,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,1013.35,33.778333333333336
0.0,Male,0,1.0,0.0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1.0,Bank transfer (automatic),7565.35,252.17833333333334
0.0,Female,0,1.0,1.0,11,0,0,DSL,1,0,0,0,1,1,Month-to-month,0.0,Electronic check,565.35,18.845000000000002
0.0,Male,0,0.0,0.0,17,1,0,DSL,1,1,0,0,0,0,One year,0.0,Mailed check,946.95,31.565
0.0,Female,0,0.0,0.0,10,0,0,DSL,1,1,1,0,0,0,Month-to-month,0.0,Bank transfer (automatic),449.3,14.976666666666667
1.0,Male,0,0.0,0.0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),305.55,10.185
1.0,Male,1,1.0,0.0,39,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,4284.8,142.82666666666668
1.0,Male,1,0.0,0.0,23,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1.0,Electronic check,2483.5,82.78333333333333
0.0,Male,0,1.0,1.0,9,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1.0,Electronic check,906.85,30.228333333333335
0.0,Male,0,1.0,1.0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,284.9,9.496666666666666
0.0,Female,0,1.0,1.0,36,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1.0,Credit card (automatic),3684.95,122.83166666666666
0.0,Female,0,0.0,0.0,6,0,0,DSL,0,0,0,1,1,1,One year,1.0,Mailed check,255.6,8.52
0.0,Female,0,1.0,0.0,72,1,1,DSL,1,0,1,1,1,1,Two year,1.0,Bank transfer (automatic),6065.3,202.17666666666668
1.0,Female,0,0.0,0.0,7,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1.0,Mailed check,604.7,20.15666666666667
0.0,Female,0,1.0,1.0,56,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1090.1,36.336666666666666
0.0,Female,0,0.0,0.0,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Mailed check,514.6,17.153333333333332
0.0,Female,1,0.0,0.0,49,1,1,Fiber optic,1,1,1,1,0,1,One year,0.0,Bank transfer (automatic),5166.2,172.20666666666665
0.0,Male,0,0.0,0.0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,311.6,10.386666666666667
0.0,Female,0,1.0,1.0,23,1,0,No,0,0,0,0,0,0,Two year,1.0,Mailed check,451.55,15.051666666666668
0.0,Female,0,0.0,0.0,54,1,0,DSL,1,0,1,1,1,1,Two year,0.0,Electronic check,4299.95,143.33166666666665
0.0,Female,0,1.0,0.0,71,1,0,DSL,1,0,1,1,1,1,Two year,0.0,Bank transfer (automatic),5924.4,197.48
0.0,Male,0,0.0,0.0,34,1,0,DSL,0,1,0,0,0,0,Month-to-month,1.0,Electronic check,1734.2,57.806666666666665
0.0,Female,0,1.0,1.0,42,1,1,No,0,0,0,0,0,0,Two year,0.0,Electronic check,1014.25,33.80833333333333
0.0,Male,0,1.0,1.0,8,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),125.0,4.166666666666667
0.0,Male,0,0.0,0.0,39,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),2730.85,91.02833333333334
1.0,Female,0,0.0,0.0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,93.85,3.128333333333333
0.0,Male,0,0.0,0.0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,51.6,1.72
0.0,Female,1,0.0,0.0,50,1,1,Fiber optic,0,1,0,1,1,1,One year,1.0,Electronic check,5347.95,178.265
0.0,Female,0,1.0,0.0,72,1,1,Fiber optic,0,1,0,0,1,1,Two year,1.0,Credit card (automatic),6869.7,228.98999999999998
1.0,Female,0,1.0,0.0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),1747.85,58.26166666666666
0.0,Male,0,0.0,0.0,11,0,0,DSL,0,1,0,1,0,0,Month-to-month,1.0,Electronic check,425.1,14.17
0.0,Female,0,0.0,0.0,7,1,0,DSL,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,458.1,15.270000000000001
0.0,Male,0,0.0,0.0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,701.3,23.376666666666665
0.0,Female,0,1.0,1.0,59,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1286.0,42.86666666666667
0.0,Male,0,1.0,1.0,66,0,0,DSL,0,1,1,0,1,1,Two year,1.0,Credit card (automatic),3708.4,123.61333333333333
0.0,Female,0,1.0,1.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1679.25,55.975
0.0,Male,1,1.0,0.0,33,1,0,Fiber optic,1,1,0,1,0,1,One year,1.0,Electronic check,3055.5,101.85
1.0,Female,1,1.0,0.0,66,1,1,DSL,0,1,1,0,1,1,Two year,1.0,Bank transfer (automatic),5265.1,175.50333333333336
0.0,Male,0,0.0,0.0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,0.0,Electronic check,82.15,2.7383333333333337
1.0,Female,0,0.0,0.0,11,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1.0,Bank transfer (automatic),1105.4,36.84666666666667
0.0,Male,1,1.0,0.0,69,0,0,DSL,1,1,0,0,1,1,Two year,0.0,Credit card (automatic),3952.65,131.755
0.0,Female,0,1.0,1.0,24,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,452.55,15.085
0.0,Female,0,0.0,0.0,31,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),689.35,22.978333333333335
0.0,Female,0,1.0,0.0,70,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Credit card (automatic),6859.05,228.63500000000002
1.0,Male,0,0.0,0.0,46,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1.0,Electronic check,4154.8,138.49333333333334
0.0,Female,0,0.0,0.0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),44.55,1.4849999999999999
0.0,Female,0,1.0,1.0,68,0,0,DSL,0,1,1,1,1,1,Two year,0.0,Credit card (automatic),4109.0,136.96666666666667
1.0,Female,0,0.0,0.0,28,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1.0,Electronic check,2625.55,87.51833333333335
1.0,Male,0,0.0,0.0,12,1,0,DSL,0,0,0,1,0,0,Month-to-month,0.0,Bank transfer (automatic),593.75,19.791666666666668
1.0,Female,0,0.0,0.0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0.0,Electronic check,159.45,5.3149999999999995
0.0,Male,0,1.0,1.0,62,1,0,DSL,1,0,1,1,0,1,One year,0.0,Credit card (automatic),4487.3,149.57666666666668
1.0,Male,0,1.0,0.0,6,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,438.0,14.6
0.0,Female,0,1.0,0.0,4,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),79.05,2.635
0.0,Female,0,0.0,0.0,53,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0.0,Electronic check,4921.2,164.04
0.0,Female,1,0.0,0.0,32,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0.0,Electronic check,2897.95,96.59833333333333
0.0,Male,0,0.0,0.0,41,0,0,DSL,0,0,1,0,1,1,One year,1.0,Electronic check,2075.1,69.17
0.0,Female,0,0.0,0.0,52,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,1022.95,34.098333333333336
0.0,Female,0,1.0,1.0,24,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,533.5,17.783333333333335
0.0,Female,0,1.0,1.0,72,1,1,DSL,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),6688.95,222.965
0.0,Female,0,1.0,1.0,14,1,1,DSL,0,1,0,1,1,1,Month-to-month,0.0,Credit card (automatic),1137.05,37.901666666666664
1.0,Male,0,0.0,0.0,67,1,1,Fiber optic,1,1,1,1,1,1,One year,1.0,Bank transfer (automatic),7804.15,260.1383333333333
0.0,Female,0,1.0,0.0,21,1,0,DSL,1,0,1,1,1,1,One year,0.0,Mailed check,1714.95,57.165
0.0,Male,0,1.0,0.0,71,1,1,DSL,1,0,1,1,1,1,Two year,0.0,Electronic check,6126.1,204.20333333333335
0.0,Male,0,1.0,1.0,25,1,1,DSL,0,0,0,0,1,0,Month-to-month,0.0,Electronic check,1404.65,46.82166666666667
0.0,Male,0,0.0,0.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Mailed check,20.25,0.675
0.0,Female,0,0.0,0.0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),470.6,15.686666666666667
0.0,Male,1,1.0,1.0,72,0,0,DSL,1,1,1,1,1,1,Two year,1.0,Bank transfer (automatic),4732.35,157.745
0.0,Male,0,1.0,1.0,12,1,0,DSL,1,0,0,0,0,0,Month-to-month,1.0,Electronic check,571.15,19.038333333333334
1.0,Male,0,0.0,0.0,22,0,0,DSL,0,1,1,0,0,1,One year,1.0,Bank transfer (automatic),903.6,30.12
0.0,Male,0,1.0,0.0,70,1,1,DSL,1,0,1,1,0,1,Two year,0.0,Credit card (automatic),5498.2,183.27333333333334
0.0,Male,0,1.0,1.0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0.0,Bank transfer (automatic),8306.05,276.8683333333333
0.0,Female,0,1.0,0.0,70,1,1,No,0,0,0,0,0,0,Two year,1.0,Bank transfer (automatic),2006.95,66.89833333333334
0.0,Male,0,0.0,0.0,16,0,0,DSL,1,1,1,1,1,0,Two year,0.0,Mailed check,916.15,30.538333333333334
0.0,Female,0,1.0,0.0,22,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1.0,Credit card (automatic),1706.45,56.88166666666667
0.0,Male,0,1.0,1.0,5,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1.0,Mailed check,434.5,14.483333333333333
,Male,0,0.0,1.0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,20.25,0.675
0.0,Female,0,1.0,1.0,69,1,1,Fiber optic,0,1,1,1,1,1,One year,1.0,Bank transfer (automatic),7493.05,249.76833333333335
0.0,Female,0,1.0,1.0,42,1,0,No,0,0,0,0,0,0,Two year,0.0,Mailed check,833.55,27.785
0.0,Female,0,1.0,1.0,42,1,0,Fiber optic,0,0,1,1,1,1,Two year,1.0,Electronic check,4303.65,143.45499999999998
0.0,Male,0,0.0,0.0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,1.0,Mailed check,266.95,8.898333333333333
0.0,Female,0,1.0,0.0,72,1,1,DSL,1,1,0,1,1,1,Two year,1.0,Bank transfer (automatic),6058.95,201.965
0.0,Male,0,0.0,1.0,39,1,1,No,0,0,0,0,0,0,Two year,0.0,Mailed check,1004.35,33.47833333333333
0.0,Female,0,0.0,0.0,21,1,0,DSL,1,0,1,1,0,0,One year,1.0,Electronic check,1258.35,41.945
0.0,Male,0,1.0,0.0,35,1,0,DSL,1,1,1,0,0,0,Month-to-month,0.0,Mailed check,2130.45,71.015
0.0,Male,0,1.0,1.0,35,1,1,DSL,1,1,1,1,0,0,Two year,1.0,Credit card (automatic),2490.15,83.00500000000001
0.0,Male,1,0.0,0.0,12,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Credit card (automatic),828.05,27.601666666666667
0.0,Female,0,0.0,0.0,27,1,0,DSL,1,1,0,0,0,0,Month-to-month,1.0,Mailed check,1652.95,55.098333333333336
0.0,Male,0,1.0,1.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1738.9,57.96333333333334
0.0,Female,0,1.0,0.0,58,0,0,DSL,1,1,0,0,1,0,One year,1.0,Electronic check,2540.1,84.67
1.0,Male,1,0.0,0.0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1.0,Electronic check,793.55,26.451666666666664
0.0,Male,0,1.0,0.0,64,1,1,Fiber optic,1,1,1,0,0,0,One year,0.0,Bank transfer (automatic),5692.65,189.755
0.0,Female,0,1.0,1.0,71,1,0,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1500.95,50.031666666666666
0.0,Female,0,0.0,0.0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0.0,Electronic check,498.25,16.608333333333334
1.0,Female,0,0.0,0.0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Mailed check,196.95,6.5649999999999995
0.0,Male,0,0.0,0.0,71,1,1,Fiber optic,0,1,0,0,0,0,One year,1.0,Credit card (automatic),5552.5,185.08333333333334
0.0,Female,0,1.0,1.0,66,1,0,DSL,1,0,0,0,1,0,Two year,1.0,Electronic check,3996.8,133.22666666666666
0.0,Male,0,0.0,0.0,69,1,0,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1399.35,46.644999999999996
0.0,Male,0,0.0,0.0,43,1,1,No,0,0,0,0,0,0,Two year,0.0,Bank transfer (automatic),1110.05,37.001666666666665
0.0,Female,0,1.0,0.0,72,1,1,No,0,0,0,0,0,0,Two year,0.0,Credit card (automatic),1871.85,62.394999999999996
0.0,Female,0,0.0,0.0,61,1,0,No,0,0,0,0,0,0,One year,0.0,Bank transfer (automatic),1336.35,44.544999999999995
0.0,Male,0,0.0,0.0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,1.0,Bank transfer (automatic),322.5,10.75
0.0,Male,0,1.0,0.0,70,0,0,DSL,1,0,1,1,0,0,Two year,1.0,Credit card (automatic),2692.75,89.75833333333334
0.0,Female,1,0.0,0.0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1.0,Electronic check,392.5,13.083333333333334
1.0,Female,1,0.0,0.0,16,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1.0,Electronic check,1581.2,52.70666666666667
0.0,Male,0,0.0,0.0,17,1,0,No,0,0,0,0,0,0,Month-to-month,0.0,Credit card (automatic),385.55,12.851666666666667
0.0,Male,0,1.0,1.0,51,1,0,No,0,0,0,0,0,0,One year,0.0,Mailed check,997.75,33.25833333333333
0.0,Female,1,0.0,0.0,5,1,0,DSL,1,1,0,1,0,0,Month-to-month,0.0,Credit card (automatic),287.85,9.595
,Male,0,0.0,0.0,9,1,0,DSL,1,0,1,1,0,1,Month-to-month,1.0,Bank transfer (automatic),576.95,19.23166666666667
,Male,0,1.0,1.0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1.0,Electronic check,377.85,12.595
